p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
Staffordshire_bullterrier,0.327887,True,American_Staffordshire_terrier,0.271916,True,Labrador_retriever,0.247619,True,12.0,10.0,Ronnie,None,None,None,None
Eskimo_dog,0.482498,True,Siberian_husky,0.3357739999999999,True,malamute,0.134589,True,12.0,10.0,Loki,None,None,None,puppo
Chihuahua,0.721188,True,toy_terrier,0.112943,True,kelpie,0.0533644999999999,True,,,,,,,
Labrador_retriever,0.8971620000000001,True,beagle,0.0168947999999999,True,Rhodesian_ridgeback,0.0120606,True,11.0,10.0,None,doggo,None,pupper,None
home_theater,0.765069,False,television,0.203578,False,entertainment_center,0.0186435,False,13.0,10.0,Severus,None,None,None,None
golden_retriever,0.610171,True,Labrador_retriever,0.173252,True,cocker_spaniel,0.1632569999999999,True,12.0,10.0,Winnie,None,None,None,None
cocker_spaniel,0.253442,True,golden_retriever,0.16285,True,otterhound,0.110921,True,,,,,,,
chow,0.944032,True,golden_retriever,0.0172398,True,Pomeranian,0.0120848,True,12.0,10.0,Marley,None,None,None,None
Pembroke,0.457086,True,chow,0.307801,True,golden_retriever,0.0499881999999999,True,11.0,10.0,Winston,None,None,None,None
bookcase,0.890601,False,entertainment_center,0.0192874,False,file,0.00948954,False,12.0,10.0,Sonny,None,None,None,None
Labrador_retriever,0.372776,True,golden_retriever,0.3436659999999999,True,Great_Pyrenees,0.0672423,True,13.0,10.0,None,None,None,pupper,None
Lakeland_terrier,0.530104,True,Irish_terrier,0.197314,True,Airedale,0.0825146,True,,,,,,,
miniature_pinscher,0.817066,True,redbone,0.0597065,True,Irish_terrier,0.0341952,True,12.0,10.0,Diogi,None,None,None,puppo
web_site,0.492709,False,envelope,0.0505658,False,guillotine,0.0152968999999999,False,13.0,10.0,Bo,None,None,None,None
chow,0.0903414,True,binoculars,0.0834988,False,Irish_setter,0.0774556,True,,,,,,,
Tibetan_mastiff,0.91579,True,German_shepherd,0.0624797,True,Leonberg,0.00829749,True,12.0,10.0,Django,None,None,None,None
Pembroke,0.244705,True,Rhodesian_ridgeback,0.1804609999999999,True,Cardigan,0.0946636999999999,True,12.0,10.0,Shooter,None,None,None,None
shield,0.58783,False,barrel,0.0901799,False,sundial,0.0691986,False,12.0,10.0,Sansa,None,None,None,None
malinois,0.643147,True,German_shepherd,0.186642,True,Border_terrier,0.109345,True,13.0,10.0,Zeke,None,None,None,None
Siberian_husky,0.248926,True,American_Staffordshire_terrier,0.0983133,True,Eskimo_dog,0.0801885,True,12.0,10.0,Duke,None,None,None,None
Norwegian_elkhound,0.657967,True,keeshond,0.319136,True,Leonberg,0.00794674,True,12.0,10.0,Major,None,None,None,None
Irish_setter,0.574557,True,golden_retriever,0.339251,True,seat_belt,0.0461082,False,,,,,,,
chow,0.835102,True,Pomeranian,0.0407829,True,Eskimo_dog,0.0212745,True,11.0,10.0,incredibly,None,None,None,None
Cardigan,0.593858,True,Shetland_sheepdog,0.1306109999999999,True,Pembroke,0.100842,True,,,,,,,
vizsla,0.938617,True,Brittany_spaniel,0.0367389,True,Chesapeake_Bay_retriever,0.00397149,True,11.0,10.0,Waffles,None,None,None,None
Arabian_camel,0.366248,False,house_finch,0.209852,False,cocker_spaniel,0.0464032,True,13.0,10.0,None,None,None,None,None
golden_retriever,0.610807,True,Irish_setter,0.213642,True,Welsh_springer_spaniel,0.0318866,True,12.0,10.0,Lennon,None,None,None,None
seat_belt,0.474292,False,golden_retriever,0.171393,True,Labrador_retriever,0.110592,True,,,,,,,
Chihuahua,0.50537,True,Pomeranian,0.1203579999999999,True,toy_terrier,0.0770081,True,13.0,10.0,Stephan,None,None,None,None
golden_retriever,0.873233,True,cocker_spaniel,0.0336933,True,chow,0.0204084,True,14.0,10.0,Ollie,None,None,pupper,None
Labrador_retriever,0.730959,True,Staffordshire_bullterrier,0.130726,True,American_Staffordshire_terrier,0.0288526,True,12.0,10.0,Cooper,None,None,None,None
golden_retriever,0.426183,True,Labrador_retriever,0.257447,True,Great_Pyrenees,0.1264819999999999,True,12.0,10.0,None,doggo,None,pupper,None
cocker_spaniel,0.74022,True,Dandie_Dinmont,0.0616044999999999,True,English_setter,0.0413314,True,,,,,,,
Airedale,0.454239,True,cocker_spaniel,0.219323,True,Irish_terrier,0.093193,True,12.0,10.0,Koda,None,None,None,None
seat_belt,0.779137,False,toy_poodle,0.0369271,True,golden_retriever,0.0169724999999999,True,12.0,10.0,None,None,None,pupper,None
Rottweiler,0.36953,True,miniature_pinscher,0.194867,True,kelpie,0.160104,True,13.0,10.0,Ito,None,None,None,None
vizsla,0.911412,True,bloodhound,0.0171339,True,Labrador_retriever,0.011761,True,11.0,10.0,Wallace,None,None,None,None
Pomeranian,0.8195110000000001,True,Samoyed,0.141241,True,Pembroke,0.0134552,True,12.0,10.0,Kyro,None,None,None,None
Greater_Swiss_Mountain_dog,0.375415,True,Cardigan,0.134317,True,English_springer,0.0736971,True,12.0,10.0,None,None,None,None,None
Labrador_retriever,0.8616510000000001,True,golden_retriever,0.0444618,True,Staffordshire_bullterrier,0.0164967,True,,,,,,,
Norwich_terrier,0.397163,True,toy_poodle,0.27454,True,miniature_poodle,0.134667,True,10.0,10.0,None,None,None,None,None
Staffordshire_bullterrier,0.292556,True,American_Staffordshire_terrier,0.261233,True,Border_terrier,0.0623754,True,12.0,10.0,Gus,None,None,None,None
malamute,0.620768,True,Eskimo_dog,0.158395,True,Tibetan_mastiff,0.0289617,True,13.0,10.0,Phil,None,None,None,None
malamute,0.753521,True,Siberian_husky,0.166151,True,Eskimo_dog,0.0698108,True,11.0,10.0,Pavlov,None,None,None,None
flat-coated_retriever,0.8208040000000001,True,Labrador_retriever,0.0823182,True,curly-coated_retriever,0.0674605,True,11.0,10.0,Hunter,None,None,None,None
golden_retriever,0.8713420000000001,True,Tibetan_mastiff,0.0367077,True,Labrador_retriever,0.0258232,True,12.0,10.0,Sam,None,None,None,None
Pembroke,0.804177,True,Cardigan,0.18989,True,beagle,0.00196475,True,11.0,10.0,Craig,None,None,pupper,None
beagle,0.39628,True,Pembroke,0.0495619,True,wire-haired_fox_terrier,0.0463491999999999,True,10.0,10.0,Augie,None,None,None,None
Pekinese,0.386082,True,Labrador_retriever,0.202862,True,golden_retriever,0.170487,True,13.0,10.0,Halo,None,None,None,None
Staffordshire_bullterrier,0.6105729999999999,True,French_bulldog,0.159935,True,doormat,0.0586721,False,11.0,10.0,Ted,None,None,None,None
golden_retriever,0.7848729999999999,True,cocker_spaniel,0.0877881,True,Labrador_retriever,0.0832747,True,13.0,10.0,Moe,None,None,None,None
bath_towel,0.0998035,False,pillow,0.0923181,False,Great_Dane,0.0782055,True,12.0,10.0,Mary,None,None,None,None
loupe,0.546856,False,web_site,0.345298,False,bubble,0.0105279,False,13.0,10.0,None,None,None,None,None
Irish_setter,0.326873,True,golden_retriever,0.18261,True,Leonberg,0.156912,True,12.0,10.0,Brandi,None,None,None,None
bull_mastiff,0.989316,True,boxer,0.00704296,True,French_bulldog,0.00173961,True,10.0,10.0,Swagger,None,None,None,None
golden_retriever,0.914804,True,Labrador_retriever,0.08355,True,kuvasz,0.000453224,True,13.0,10.0,Bauer,None,None,None,None
toy_terrier,0.7764,True,Pembroke,0.115034,True,basenji,0.048873,True,12.0,10.0,Tyr,None,None,None,None
Doberman,0.909951,True,kelpie,0.0426494,True,miniature_pinscher,0.0230041,True,11.0,10.0,Baron,None,None,None,None
Great_Dane,0.128056,True,Boston_bull,0.117003,True,kelpie,0.0869643,True,11.0,10.0,Rocky,doggo,None,None,None
dingo,0.287369,False,Pembroke,0.140682,True,basenji,0.0908189,True,12.0,10.0,Toby,None,None,None,None
Norwegian_elkhound,0.4324159999999999,True,whippet,0.374223,True,Siberian_husky,0.0324625999999999,True,11.0,10.0,None,doggo,None,None,None
beagle,0.848735,True,Ibizan_hound,0.0446024999999999,True,Italian_greyhound,0.0186108,True,13.0,10.0,None,None,None,None,None
Siamese_cat,0.8439110000000001,False,Pembroke,0.0705671,True,Cardigan,0.041916,True,12.0,10.0,Layla,None,None,None,None
doormat,0.954844,False,golden_retriever,0.0261930999999999,True,cocker_spaniel,0.00438598,True,12.0,10.0,Eleanor,None,None,None,None
golden_retriever,0.888181,True,Labrador_retriever,0.0423119,True,Saluki,0.00970173,True,13.0,10.0,None,None,None,None,None
cocker_spaniel,0.701852,True,golden_retriever,0.120345,True,Labrador_retriever,0.0363202,True,11.0,10.0,None,doggo,None,None,None
Samoyed,0.905972,True,Pomeranian,0.0480383,True,West_Highland_white_terrier,0.0356671,True,13.0,10.0,Atlas,None,None,None,None
malamute,0.501159,True,Siberian_husky,0.228792,True,Eskimo_dog,0.200388,True,12.0,10.0,Sky,None,None,None,None
French_bulldog,0.709146,True,Boston_bull,0.247621,True,boxer,0.0188551,True,14.0,10.0,Gary,None,None,None,None
Siberian_husky,0.6993550000000001,True,Eskimo_dog,0.2564329999999999,True,Norwegian_elkhound,0.0131888,True,11.0,10.0,Chubbs,doggo,None,None,None
Labrador_retriever,0.427742,True,Great_Dane,0.190503,True,curly-coated_retriever,0.146427,True,,,,,,,
golden_retriever,0.490068,True,Labrador_retriever,0.291956,True,chow,0.0724746999999999,True,12.0,10.0,Oshie,None,None,None,None
miniature_poodle,0.626913,True,toy_poodle,0.265582,True,soft-coated_wheaten_terrier,0.0416142,True,12.0,10.0,Alf,None,None,None,None
golden_retriever,0.650814,True,kuvasz,0.0532809999999999,True,cocker_spaniel,0.0354395999999999,True,12.0,10.0,Olivia,None,None,None,None
dalmatian,0.999828,True,boxer,6.78061e-05,True,American_Staffordshire_terrier,3.42436e-05,True,11.0,10.0,Cooper,None,None,pupper,None
restaurant,0.279846,False,toyshop,0.0914294,False,paper_towel,0.0461474,False,13.0,10.0,None,None,None,None,None
German_shepherd,0.8179529999999999,True,Norwegian_elkhound,0.140007,True,malinois,0.0248209,True,12.0,10.0,Titan,None,None,None,None
Border_collie,0.5489069999999999,True,Cardigan,0.178523,True,collie,0.146351,True,11.0,10.0,Akumi,None,None,None,None
Tibetan_mastiff,0.506312,True,Tibetan_terrier,0.29569,True,otterhound,0.0362507,True,13.0,10.0,None,None,None,pupper,None
Chihuahua,0.428756,True,miniature_pinscher,0.1039119999999999,True,Staffordshire_bullterrier,0.0889587,True,11.0,10.0,Jack,None,None,None,None
English_setter,0.677408,True,Border_collie,0.052724,True,cocker_spaniel,0.0485719,True,,,,,,,
Pomeranian,0.967345,True,Samoyed,0.00739748,True,papillon,0.0060165,True,12.0,10.0,Comet,None,None,None,None
Labrador_retriever,0.91933,True,kuvasz,0.0494795,True,golden_retriever,0.0119342,True,11.0,10.0,Dudley,None,None,None,None
web_site,0.352857,False,envelope,0.0601072,False,nail,0.0312908999999999,False,13.0,10.0,Moose,None,None,None,None
Chihuahua,0.756992,True,Pomeranian,0.0528495,True,Maltese_dog,0.0476078,True,12.0,10.0,Binky,None,None,None,None
malamute,0.668164,True,Pembroke,0.1050329999999999,True,Siberian_husky,0.077875,True,12.0,10.0,Timber,None,None,None,None
dishwasher,0.700466,False,golden_retriever,0.245773,True,chow,0.0390116999999999,True,,,,,,,
kelpie,0.8644149999999999,True,French_bulldog,0.0974556,True,German_shepherd,0.00852587,True,11.0,10.0,Chloe,None,None,None,None
Saluki,0.568809,True,Afghan_hound,0.229352,True,golden_retriever,0.15713,True,13.0,10.0,None,None,None,None,None
golden_retriever,0.295483,True,Irish_setter,0.144431,True,Chesapeake_Bay_retriever,0.0778789999999999,True,13.0,10.0,Tebow,None,None,None,None
Tibetan_mastiff,0.506312,True,Tibetan_terrier,0.29569,True,otterhound,0.0362507,True,,,,,,,
Doberman,0.806163,True,black-and-tan_coonhound,0.0973859,True,miniature_pinscher,0.0859928,True,11.0,10.0,Strudel,None,None,None,None
ice_bear,0.3362,False,Samoyed,0.2013579999999999,True,Eskimo_dog,0.186789,True,13.0,10.0,Ken,None,None,None,None
pug,0.971358,True,French_bulldog,0.0285185,True,Boston_bull,8.596979999999999e-05,True,12.0,10.0,Eugene,None,None,None,None
curly-coated_retriever,0.733256,True,flat-coated_retriever,0.2141449999999999,True,Irish_water_spaniel,0.029769,True,13.0,10.0,Dido,doggo,None,pupper,None
cocker_spaniel,0.387608,True,golden_retriever,0.264844,True,Pekinese,0.122123,True,13.0,10.0,Buddy,None,None,None,None
golden_retriever,0.621931,True,Labrador_retriever,0.3649969999999999,True,redbone,0.00397148,True,11.0,10.0,Autumn,None,None,None,None
miniature_schnauzer,0.367368,True,toy_poodle,0.112479,True,standard_schnauzer,0.095434,True,12.0,10.0,Florence,None,None,None,None
swing,0.999403,False,Welsh_springer_spaniel,6.229489999999999e-05,True,bow,3.04619e-05,False,11.0,10.0,Tom,None,None,None,None
Norwegian_elkhound,0.372202,True,Chesapeake_Bay_retriever,0.1371869999999999,True,malamute,0.0714361999999999,True,,,,,,,
Chihuahua,0.450722,True,Border_terrier,0.204177,True,beagle,0.092774,True,12.0,10.0,Bear,None,None,None,None
Labrador_retriever,0.384188,True,beagle,0.255917,True,grocery_store,0.0797995,False,13.0,10.0,Wafer,None,None,None,None
standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,14.0,10.0,Bo,doggo,None,None,None
prison,0.907083,False,palace,0.0200891,False,umbrella,0.00784954,False,14.0,10.0,Sunny,doggo,None,None,None
prison,0.907083,False,palace,0.0200891,False,umbrella,0.00784954,False,,,,,,,
standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,,,,,,,
Border_terrier,0.482452,True,German_shepherd,0.181082,True,Norwegian_elkhound,0.0652566,True,12.0,10.0,Finn,None,None,None,None
Rottweiler,0.909106,True,black-and-tan_coonhound,0.0441198,True,Doberman,0.0318349,True,12.0,10.0,Anna,None,None,None,None
Cardigan,0.5479350000000001,True,basenji,0.116442,True,Shetland_sheepdog,0.101681,True,13.0,10.0,Jazzy,None,None,None,None
acorn_squash,0.8487040000000001,False,toilet_seat,0.0443484,False,toy_poodle,0.0220094,True,11.0,10.0,Howie,None,None,None,None
bathtub,0.100896,False,shower_curtain,0.0918664,False,tub,0.0491763,False,11.0,10.0,None,doggo,None,None,None
American_Staffordshire_terrier,0.925505,True,Staffordshire_bullterrier,0.0362215,True,Italian_greyhound,0.0204119,True,13.0,10.0,Oliver,None,None,None,puppo
school_bus,0.999833,False,cab,0.000159621,False,crane,1.7998e-06,False,12.0,10.0,None,None,None,None,None
Gordon_setter,0.940724,True,black-and-tan_coonhound,0.0420412,True,Rottweiler,0.00941743,True,14.0,10.0,None,None,None,None,None
golden_retriever,0.938048,True,kuvasz,0.0251195,True,Labrador_retriever,0.0229773,True,,,,,,,
West_Highland_white_terrier,0.872064,True,kuvasz,0.0595259,True,Samoyed,0.0373996,True,12.0,10.0,None,None,None,None,None
golden_retriever,0.8380120000000001,True,Pekinese,0.0567331,True,Labrador_retriever,0.0239436,True,13.0,10.0,Sunny,None,None,None,None
Old_English_sheepdog,0.14802,True,Airedale,0.1335339999999999,True,Tibetan_mastiff,0.120903,True,12.0,10.0,Flash,None,None,None,None
Pomeranian,0.85659,True,papillon,0.0385365,True,Yorkshire_terrier,0.0331458,True,11.0,10.0,None,doggo,None,None,None
German_shepherd,0.515933,True,malinois,0.203651,True,Irish_setter,0.0910551,True,12.0,10.0,Luca,None,None,None,None
Irish_setter,0.5054960000000001,True,vizsla,0.168747,True,Chesapeake_Bay_retriever,0.111311,True,14.0,10.0,Sundance,doggo,None,None,None
Doberman,0.7635390000000001,True,black-and-tan_coonhound,0.136602,True,miniature_pinscher,0.0876538999999999,True,13.0,10.0,Harlso,None,None,None,None
golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True,13.0,10.0,Duchess,doggo,None,None,None
Saint_Bernard,0.995143,True,Cardigan,0.00304359,True,English_springer,0.00104955,True,,,,,,,
golden_retriever,0.266238,True,cocker_spaniel,0.223325,True,Irish_setter,0.151631,True,13.0,10.0,Jimison,None,None,None,None
Samoyed,0.585441,True,Pomeranian,0.193654,True,Arctic_fox,0.0716476,False,11.0,10.0,None,None,None,None,None
Pomeranian,0.960199,True,Samoyed,0.0230563,True,Maltese_dog,0.00894488,True,14.0,10.0,Gabe,None,None,pupper,None
Samoyed,0.4167689999999999,True,malamute,0.252706,True,kuvasz,0.157028,True,13.0,10.0,Paisley,None,None,None,None
cocker_spaniel,0.6644869999999999,True,Norfolk_terrier,0.075089,True,Norwich_terrier,0.0596439,True,12.0,10.0,None,None,None,None,None
Samoyed,0.4167689999999999,True,malamute,0.252706,True,kuvasz,0.157028,True,,,,,,,
malinois,0.332897,True,Chihuahua,0.104116,True,Staffordshire_bullterrier,0.0477449999999999,True,12.0,10.0,Hobbes,None,None,None,None
Lakeland_terrier,0.196015,True,Labrador_retriever,0.160329,True,Irish_terrier,0.0691262,True,13.0,10.0,None,None,None,None,puppo
bathtub,0.331098,False,tub,0.24886,False,Pembroke,0.2331619999999999,True,12.0,10.0,Albus,None,None,None,None
Samoyed,0.585441,True,Pomeranian,0.193654,True,Arctic_fox,0.0716476,False,,,,,,,
cowboy_boot,0.990253,False,Chihuahua,0.00183635,True,papillon,0.0012739,True,11.0,10.0,Wyatt,None,None,None,None
dingo,0.280949,False,German_shepherd,0.194044,True,Pembroke,0.120051,True,11.0,10.0,Crawford,None,None,None,None
cairn,0.203999,True,snorkel,0.171893,False,Norfolk_terrier,0.107543,True,12.0,10.0,Winston,None,None,None,None
schipperke,0.234076,True,curly-coated_retriever,0.193093,True,Labrador_retriever,0.0951966,True,12.0,10.0,Cash,None,None,None,None
teddy,0.58823,False,jigsaw_puzzle,0.0289096,False,doormat,0.0222507,False,11.0,10.0,Nala,None,None,None,None
Pembroke,0.990793,True,Cardigan,0.00891939,True,basenji,0.000262264,True,13.0,10.0,None,None,None,pupper,None
English_setter,0.526488,True,golden_retriever,0.402815,True,Irish_setter,0.0344178,True,13.0,10.0,Wilson,None,None,None,None
Border_terrier,0.610499,True,malinois,0.0902911999999999,True,Airedale,0.0686247,True,12.0,10.0,Scooter,None,None,None,None
gas_pump,0.676439,False,harvester,0.0499953,False,swing,0.0446596,False,,,,,,,
Eskimo_dog,0.524454,True,Siberian_husky,0.467678,True,malamute,0.00497584,True,12.0,10.0,Pablo,None,None,None,puppo
Pekinese,0.354823,True,Pomeranian,0.24539,True,toy_poodle,0.136545,True,13.0,10.0,Sweet,None,None,None,None
Rottweiler,0.681495,True,Tibetan_mastiff,0.14794,True,black-and-tan_coonhound,0.0245252,True,14.0,10.0,None,None,None,None,puppo
Great_Pyrenees,0.8534069999999999,True,golden_retriever,0.0535313,True,English_setter,0.0458299,True,12.0,10.0,Toby,None,None,None,None
shopping_cart,0.995941,False,shopping_basket,0.00405697,False,mousetrap,8.83283e-07,False,11.0,10.0,Mo,None,None,None,None
tennis_ball,0.997071,False,golden_retriever,0.00233085,True,kuvasz,0.000283472,True,13.0,10.0,Ike,None,None,None,None
Labrador_retriever,0.782058,True,golden_retriever,0.156581,True,soft-coated_wheaten_terrier,0.00727512,True,13.0,10.0,None,doggo,None,None,None
French_bulldog,0.903048,True,pug,0.0962421,True,Boston_bull,0.000234364,True,11.0,10.0,None,None,None,None,None
German_shepherd,0.7418600000000001,True,Tibetan_mastiff,0.1228119999999999,True,kelpie,0.10046,True,12.0,10.0,Pilot,doggo,None,None,None
French_bulldog,0.628119,True,Siamese_cat,0.117397,False,cougar,0.0827648999999999,False,13.0,10.0,Pawnd,None,None,None,None
Great_Pyrenees,0.858764,True,golden_retriever,0.0235257,True,Pekinese,0.0171039,True,13.0,10.0,Cupid,doggo,None,None,None
golden_retriever,0.6173890000000001,True,Labrador_retriever,0.337053,True,tennis_ball,0.00855442,False,12.0,10.0,Loki,doggo,None,None,None
Great_Dane,0.8696809999999999,True,American_Staffordshire_terrier,0.0266582,True,boxer,0.0198660999999999,True,13.0,10.0,Charlie,None,None,None,None
golden_retriever,0.352486,True,toy_poodle,0.178884,True,Labrador_retriever,0.0841643999999999,True,12.0,10.0,Ralphie,None,None,None,None
Pembroke,0.325638,True,golden_retriever,0.317235,True,Labrador_retriever,0.116087,True,13.0,10.0,Tucker,None,None,None,None
collie,0.285555,True,Border_collie,0.217306,True,Saint_Bernard,0.143245,True,12.0,10.0,Boots,None,None,None,None
German_shepherd,0.8061149999999999,True,Tibetan_mastiff,0.104831,True,kelpie,0.0381482,True,12.0,10.0,Kona,None,None,pupper,None
American_Staffordshire_terrier,0.936662,True,Staffordshire_bullterrier,0.0329990999999999,True,bull_mastiff,0.0171834,True,11.0,10.0,Brutus,None,None,None,None
patio,0.272972,False,window_screen,0.131295,False,boathouse,0.0463925,False,13.0,10.0,Sailer,None,None,None,None
malamute,0.663047,True,Eskimo_dog,0.207779,True,Tibetan_mastiff,0.0409488,True,12.0,10.0,Alexander,None,None,None,None
American_Staffordshire_terrier,0.5230859999999999,True,Staffordshire_bullterrier,0.186168,True,Chihuahua,0.0420894,True,13.0,10.0,Beebop,None,None,None,None
Bedlington_terrier,0.3925349999999999,True,Labrador_retriever,0.0890217,True,clumber,0.0817998,True,14.0,10.0,Doobert,doggo,None,None,None
Weimaraner,0.1330329999999999,True,Chesapeake_Bay_retriever,0.092227,True,American_Staffordshire_terrier,0.0650945,True,12.0,10.0,Bear,None,None,None,None
teddy,0.908457,False,toy_poodle,0.0180397999999999,True,standard_poodle,0.0126671,True,12.0,10.0,Mutt,None,None,None,None
golden_retriever,0.649209,True,Chesapeake_Bay_retriever,0.19856,True,vizsla,0.0561999,True,14.0,10.0,one,None,None,None,None
hippopotamus,0.942911,False,Mexican_hairless,0.00838837,True,ice_lolly,0.00620647,False,10.0,10.0,Fiona,None,None,None,None
seat_belt,0.765979,False,Chesapeake_Bay_retriever,0.0338986,True,polecat,0.0272515999999999,False,13.0,10.0,Alfie,None,None,None,None
boxer,0.312221,True,dalmatian,0.24404,True,conch,0.130273,False,13.0,10.0,Dexter,None,None,None,None
golden_retriever,0.57314,True,cocker_spaniel,0.111159,True,gibbon,0.0941268999999999,False,12.0,10.0,Malcolm,None,None,None,None
Staffordshire_bullterrier,0.757547,True,American_Staffordshire_terrier,0.14995,True,Chesapeake_Bay_retriever,0.0475226999999999,True,13.0,10.0,Astrid,doggo,None,None,None
Labrador_retriever,0.315163,True,golden_retriever,0.1532099999999999,True,Pekinese,0.132791,True,11.0,10.0,None,doggo,None,None,None
French_bulldog,0.950851,True,Pekinese,0.0151996,True,pug,0.0110936,True,12.0,10.0,Leo,None,None,None,None
Border_terrier,0.394486,True,Staffordshire_bullterrier,0.3765739999999999,True,American_Staffordshire_terrier,0.0312916,True,12.0,10.0,Mia,None,None,None,None
golden_retriever,0.6173890000000001,True,Labrador_retriever,0.337053,True,tennis_ball,0.00855442,False,,,,,,,
toy_poodle,0.442713,True,Pomeranian,0.142073,True,Pekinese,0.125745,True,13.0,10.0,Samson,None,None,None,None
Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,13.0,10.0,Lilly,None,None,None,None
kuvasz,0.451516,True,golden_retriever,0.317196,True,English_setter,0.132759,True,12.0,10.0,Reggie,None,None,None,None
cocker_spaniel,0.263323,True,Brittany_spaniel,0.20055,True,doormat,0.193414,False,12.0,10.0,Tucker,None,None,None,None
Doberman,0.3693889999999999,True,kelpie,0.132449,True,Labrador_retriever,0.0747273,True,12.0,10.0,Scooter,None,None,None,None
briard,0.982755,True,soft-coated_wheaten_terrier,0.00908435,True,Bouvier_des_Flandres,0.0046928,True,13.0,10.0,None,None,None,pupper,None
Old_English_sheepdog,0.999715,True,Tibetan_terrier,4.62967e-05,True,guinea_pig,4.1184300000000005e-05,False,12.0,10.0,Pete,doggo,None,None,None
Chihuahua,0.257415,True,Pembroke,0.161442,True,French_bulldog,0.0921429,True,13.0,10.0,Dutch,None,None,None,None
Eskimo_dog,0.530416,True,Siberian_husky,0.180335,True,Norwegian_elkhound,0.104314,True,13.0,10.0,None,None,None,None,None
Pembroke,0.6248020000000001,True,Cardigan,0.362861,True,Appenzeller,0.00392621,True,13.0,10.0,Daisy,None,None,None,None
bloodhound,0.777562,True,Great_Dane,0.0474176,True,Leonberg,0.0179431,True,14.0,10.0,Kuyu,None,None,None,None
Pomeranian,0.153862,True,marmot,0.0912338999999999,False,grey_fox,0.0906441,False,12.0,10.0,Emanuel,doggo,None,None,None
whippet,0.601712,True,Ibizan_hound,0.152662,True,Italian_greyhound,0.135055,True,12.0,10.0,Miguel,doggo,None,None,None
miniature_pinscher,0.796313,True,Chihuahua,0.155413,True,Staffordshire_bullterrier,0.0309433,True,,,,,,,
Afghan_hound,0.2746369999999999,True,borzoi,0.142204,True,doormat,0.109677,False,,,,,,,
Pembroke,0.134081,True,ice_bear,0.0519278,False,pug,0.0443109,True,14.0,10.0,Smiley,doggo,None,None,None
kelpie,0.50469,True,German_short-haired_pointer,0.105208,True,Staffordshire_bullterrier,0.0543385,True,11.0,10.0,Charlie,None,None,None,None
Pekinese,0.988916,True,Brabancon_griffon,0.0016768,True,Siamese_cat,0.00112589,False,12.0,10.0,Eevee,None,None,None,None
Eskimo_dog,0.5250319999999999,True,Siberian_husky,0.252238,True,malamute,0.2168389999999999,True,12.0,10.0,Orion,None,None,None,None
Cardigan,0.160888,True,Staffordshire_bullterrier,0.159441,True,Boston_bull,0.154368,True,13.0,10.0,Willow,None,None,None,None
jersey,0.895698,False,sweatshirt,0.0890854,False,poncho,0.00297522,False,,,,,,,
boxer,0.539036,True,French_bulldog,0.317617,True,bull_mastiff,0.0939285,True,13.0,10.0,Rhino,doggo,None,None,None
Cardigan,0.7105229999999999,True,kelpie,0.106102,True,shopping_cart,0.0554755,False,12.0,10.0,Gidget,None,None,pupper,None
golden_retriever,0.727039,True,cocker_spaniel,0.0711398,True,Tibetan_mastiff,0.0486941999999999,True,13.0,10.0,Poppy,None,None,None,None
West_Highland_white_terrier,0.918144,True,Maltese_dog,0.0257207,True,Lakeland_terrier,0.0202111,True,13.0,10.0,Bronte,None,None,None,None
Chihuahua,0.438054,True,kelpie,0.149706,True,Pembroke,0.0964805,True,13.0,10.0,Charlie,None,None,None,None
kuvasz,0.4949689999999999,True,Great_Pyrenees,0.312632,True,golden_retriever,0.141736,True,12.0,10.0,Bentley,None,None,None,None
bath_towel,0.736759,False,sleeping_bag,0.0629591,False,Labrador_retriever,0.0452626999999999,True,12.0,10.0,Lipton,None,None,None,None
ox,0.991682,False,bison,0.00533452,False,water_buffalo,0.00113025,False,11.0,10.0,Sunshine,None,None,None,None
golden_retriever,0.754799,True,Pekinese,0.1978609999999999,True,Labrador_retriever,0.00865404,True,12.0,10.0,Wilson,None,None,None,None
Rhodesian_ridgeback,0.4686189999999999,True,whippet,0.177531,True,redbone,0.106552,True,12.0,10.0,Chester,None,None,None,None
toilet_tissue,0.262936,False,golden_retriever,0.226564,True,bathtub,0.0788789999999999,False,13.0,10.0,None,doggo,None,None,None
Border_terrier,0.156276,True,Norwegian_elkhound,0.125912,True,Boston_bull,0.0966239,True,13.0,10.0,Tobi,None,None,None,None
ice_bear,0.330573,False,soft-coated_wheaten_terrier,0.196476,True,Irish_terrier,0.0730965,True,12.0,10.0,Tucker,None,None,None,None
swing,0.967066,False,American_Staffordshire_terrier,0.0127309,True,Staffordshire_bullterrier,0.00703922,True,0.0,10.0,None,None,None,None,None
Border_collie,0.663138,True,collie,0.152494,True,Cardigan,0.0354706,True,12.0,10.0,None,None,None,None,None
hyena,0.736871,False,Chesapeake_Bay_retriever,0.0875033,True,meerkat,0.0420578,False,12.0,10.0,Lola,None,None,None,None
